Tag Name,Address,Data Type,Respect Data Type,Client Access,Scan Rate,Scaling,Raw Low,Raw High,Scaled Low,Scaled High,Scaled Data Type,Clamp Low,Clamp High,Eng Units,Description,Negate Value
"VD.Tisch[1].Aktuell.Bauteilkontrolle.Aktiv[10]","DB17,X77.1",Boolean,1,R/W,100,,,,,,,,,,"",
"VD.Tisch[1].Aktuell.Bauteilkontrolle.Aktiv[11]","DB17,X77.2",Boolean,1,R/W,100,,,,,,,,,,"",
"VD.Tisch[1].Aktuell.Bauteilkontrolle.Aktiv[12]","DB17,X77.3",Boolean,1,R/W,100,,,,,,,,,,"",
"VD.Tisch[1].Aktuell.Bauteilkontrolle.Aktiv[13]","DB17,X77.4",Boolean,1,R/W,100,,,,,,,,,,"",
"VD.Tisch[1].Aktuell.Bauteilkontrolle.Aktiv[14]","DB17,X77.5",Boolean,1,R/W,100,,,,,,,,,,"",
"VD.Tisch[1].Aktuell.Bauteilkontrolle.Aktiv[15]","DB17,X77.6",Boolean,1,R/W,100,,,,,,,,,,"",
"VD.Tisch[1].Aktuell.Bauteilkontrolle.Aktiv[16]","DB17,X77.7",Boolean,1,R/W,100,,,,,,,,,,"",
"VD.Tisch[1].Aktuell.Bauteilkontrolle.Aktiv[17]","DB17,X78.0",Boolean,1,R/W,100,,,,,,,,,,"",
"VD.Tisch[1].Aktuell.Bauteilkontrolle.Aktiv[18]","DB17,X78.1",Boolean,1,R/W,100,,,,,,,,,,"",
"VD.Tisch[1].Aktuell.Bauteilkontrolle.Aktiv[19]","DB17,X78.2",Boolean,1,R/W,100,,,,,,,,,,"",
"VD.Tisch[1].Aktuell.Bauteilkontrolle.Aktiv[2]","DB17,X76.1",Boolean,1,R/W,100,,,,,,,,,,"",
"VD.Tisch[1].Aktuell.Bauteilkontrolle.Aktiv[20]","DB17,X78.3",Boolean,1,R/W,100,,,,,,,,,,"",
"VD.Tisch[1].Aktuell.Bauteilkontrolle.Aktiv[21]","DB17,X78.4",Boolean,1,R/W,100,,,,,,,,,,"",
"VD.Tisch[1].Aktuell.Bauteilkontrolle.Aktiv[22]","DB17,X78.5",Boolean,1,R/W,100,,,,,,,,,,"",
"VD.Tisch[1].Aktuell.Bauteilkontrolle.Aktiv[23]","DB17,X78.6",Boolean,1,R/W,100,,,,,,,,,,"",
"VD.Tisch[1].Aktuell.Bauteilkontrolle.Aktiv[24]","DB17,X78.7",Boolean,1,R/W,100,,,,,,,,,,"",
"VD.Tisch[1].Aktuell.Bauteilkontrolle.Aktiv[25]","DB17,X79.0",Boolean,1,R/W,100,,,,,,,,,,"",
"VD.Tisch[1].Aktuell.Bauteilkontrolle.Aktiv[26]","DB17,X79.1",Boolean,1,R/W,100,,,,,,,,,,"",
"VD.Tisch[1].Aktuell.Bauteilkontrolle.Aktiv[27]","DB17,X79.2",Boolean,1,R/W,100,,,,,,,,,,"",
"VD.Tisch[1].Aktuell.Bauteilkontrolle.Aktiv[28]","DB17,X79.3",Boolean,1,R/W,100,,,,,,,,,,"",
"VD.Tisch[1].Aktuell.Bauteilkontrolle.Aktiv[29]","DB17,X79.4",Boolean,1,R/W,100,,,,,,,,,,"",
"VD.Tisch[1].Aktuell.Bauteilkontrolle.Aktiv[3]","DB17,X76.2",Boolean,1,R/W,100,,,,,,,,,,"",
"VD.Tisch[1].Aktuell.Bauteilkontrolle.Aktiv[30]","DB17,X79.5",Boolean,1,R/W,100,,,,,,,,,,"",
"VD.Tisch[1].Aktuell.Bauteilkontrolle.Aktiv[31]","DB17,X79.6",Boolean,1,R/W,100,,,,,,,,,,"",
"VD.Tisch[1].Aktuell.Bauteilkontrolle.Aktiv[32]","DB17,X79.7",Boolean,1,R/W,100,,,,,,,,,,"",
"VD.Tisch[1].Aktuell.Bauteilkontrolle.Aktiv[4]","DB17,X76.3",Boolean,1,R/W,100,,,,,,,,,,"",
"VD.Tisch[1].Aktuell.Bauteilkontrolle.Aktiv[5]","DB17,X76.4",Boolean,1,R/W,100,,,,,,,,,,"",
"VD.Tisch[1].Aktuell.Bauteilkontrolle.Aktiv[6]","DB17,X76.5",Boolean,1,R/W,100,,,,,,,,,,"",
"VD.Tisch[1].Aktuell.Bauteilkontrolle.Aktiv[7]","DB17,X76.6",Boolean,1,R/W,100,,,,,,,,,,"",
"VD.Tisch[1].Aktuell.Bauteilkontrolle.Aktiv[8]","DB17,X76.7",Boolean,1,R/W,100,,,,,,,,,,"",
"VD.Tisch[1].Aktuell.Bauteilkontrolle.Aktiv[9]","DB17,X77.0",Boolean,1,R/W,100,,,,,,,,,,"",
"VD.Tisch[1].Aktuell.Bauteilkontrolle.OP[1].AktivNSP","DB17,DWORD84",DWord,1,R/W,100,,,,,,,,,,"Bauteilabfragen nach Spannen 1",
"VD.Tisch[1].Aktuell.Bauteilkontrolle.OP[1].AktivNSP2","DB17,DWORD88",DWord,1,R/W,100,,,,,,,,,,"Bauteilabfragen nach Spannen 2",
"VD.Tisch[1].Aktuell.Bauteilkontrolle.OP[1].AktivVSP","DB17,DWORD80",DWord,1,R/W,100,,,,,,,,,,"Bauteilabfragen vor Spannen",
"VD.Tisch[1].Aktuell.Bauteilkontrolle.OP[2].AktivNSP","DB17,DWORD96",DWord,1,R/W,100,,,,,,,,,,"Bauteilabfragen nach Spannen 1",
"VD.Tisch[1].Aktuell.Bauteilkontrolle.OP[2].AktivNSP2","DB17,DWORD100",DWord,1,R/W,100,,,,,,,,,,"Bauteilabfragen nach Spannen 2",
"VD.Tisch[1].Aktuell.Bauteilkontrolle.OP[2].AktivVSP","DB17,DWORD92",DWord,1,R/W,100,,,,,,,,,,"Bauteilabfragen vor Spannen",
"VD.Tisch[1].Aktuell.Bauteilkontrolle.OP[3].AktivNSP","DB17,DWORD108",DWord,1,R/W,100,,,,,,,,,,"Bauteilabfragen nach Spannen 1",
"VD.Tisch[1].Aktuell.Bauteilkontrolle.OP[3].AktivNSP2","DB17,DWORD112",DWord,1,R/W,100,,,,,,,,,,"Bauteilabfragen nach Spannen 2",
"VD.Tisch[1].Aktuell.Bauteilkontrolle.OP[3].AktivVSP","DB17,DWORD104",DWord,1,R/W,100,,,,,,,,,,"Bauteilabfragen vor Spannen",
"VD.Tisch[1].Aktuell.Bauteilkontrolle.OP[4].AktivNSP","DB17,DWORD120",DWord,1,R/W,100,,,,,,,,,,"Bauteilabfragen nach Spannen 1",
"VD.Tisch[1].Aktuell.Bauteilkontrolle.OP[4].AktivNSP2","DB17,DWORD124",DWord,1,R/W,100,,,,,,,,,,"Bauteilabfragen nach Spannen 2",
"VD.Tisch[1].Aktuell.Bauteilkontrolle.OP[4].AktivVSP","DB17,DWORD116",DWord,1,R/W,100,,,,,,,,,,"Bauteilabfragen vor Spannen",
"VD.Tisch[1].Aktuell.Gruppe[1].Aktiv","DB17,WORD128",Word,1,R/W,100,,,,,,,,,,"Aktive Spanner/Zylinder pro Gruppe (Ventil)",
"VD.Tisch[1].Aktuell.Gruppe[1].Vorgespannt","DB17,WORD130",Word,1,R/W,100,,,,,,,,,,"Spanner/Zylinder zu bei Vorgespannt",
"VD.Tisch[1].Aktuell.Gruppe[10].Aktiv","DB17,WORD164",Word,1,R/W,100,,,,,,,,,,"Aktive Spanner/Zylinder pro Gruppe (Ventil)",
"VD.Tisch[1].Aktuell.Gruppe[10].Vorgespannt","DB17,WORD166",Word,1,R/W,100,,,,,,,,,,"Spanner/Zylinder zu bei Vorgespannt",
"VD.Tisch[1].Aktuell.Gruppe[11].Aktiv","DB17,WORD168",Word,1,R/W,100,,,,,,,,,,"Aktive Spanner/Zylinder pro Gruppe (Ventil)",
"VD.Tisch[1].Aktuell.Gruppe[11].Vorgespannt","DB17,WORD170",Word,1,R/W,100,,,,,,,,,,"Spanner/Zylinder zu bei Vorgespannt",
"VD.Tisch[1].Aktuell.Gruppe[12].Aktiv","DB17,WORD172",Word,1,R/W,100,,,,,,,,,,"Aktive Spanner/Zylinder pro Gruppe (Ventil)",
"VD.Tisch[1].Aktuell.Gruppe[12].Vorgespannt","DB17,WORD174",Word,1,R/W,100,,,,,,,,,,"Spanner/Zylinder zu bei Vorgespannt",
"VD.Tisch[1].Aktuell.Gruppe[13].Aktiv","DB17,WORD176",Word,1,R/W,100,,,,,,,,,,"Aktive Spanner/Zylinder pro Gruppe (Ventil)",
"VD.Tisch[1].Aktuell.Gruppe[13].Vorgespannt","DB17,WORD178",Word,1,R/W,100,,,,,,,,,,"Spanner/Zylinder zu bei Vorgespannt",
"VD.Tisch[1].Aktuell.Gruppe[14].Aktiv","DB17,WORD180",Word,1,R/W,100,,,,,,,,,,"Aktive Spanner/Zylinder pro Gruppe (Ventil)",
"VD.Tisch[1].Aktuell.Gruppe[14].Vorgespannt","DB17,WORD182",Word,1,R/W,100,,,,,,,,,,"Spanner/Zylinder zu bei Vorgespannt",
"VD.Tisch[1].Aktuell.Gruppe[15].Aktiv","DB17,WORD184",Word,1,R/W,100,,,,,,,,,,"Aktive Spanner/Zylinder pro Gruppe (Ventil)",
"VD.Tisch[1].Aktuell.Gruppe[15].Vorgespannt","DB17,WORD186",Word,1,R/W,100,,,,,,,,,,"Spanner/Zylinder zu bei Vorgespannt",
"VD.Tisch[1].Aktuell.Gruppe[16].Aktiv","DB17,WORD188",Word,1,R/W,100,,,,,,,,,,"Aktive Spanner/Zylinder pro Gruppe (Ventil)",
"VD.Tisch[1].Aktuell.Gruppe[16].Vorgespannt","DB17,WORD190",Word,1,R/W,100,,,,,,,,,,"Spanner/Zylinder zu bei Vorgespannt",
"VD.Tisch[1].Aktuell.Gruppe[2].Aktiv","DB17,WORD132",Word,1,R/W,100,,,,,,,,,,"Aktive Spanner/Zylinder pro Gruppe (Ventil)",
"VD.Tisch[1].Aktuell.Gruppe[2].Vorgespannt","DB17,WORD134",Word,1,R/W,100,,,,,,,,,,"Spanner/Zylinder zu bei Vorgespannt",
"VD.Tisch[1].Aktuell.Gruppe[3].Aktiv","DB17,WORD136",Word,1,R/W,100,,,,,,,,,,"Aktive Spanner/Zylinder pro Gruppe (Ventil)",
"VD.Tisch[1].Aktuell.Gruppe[3].Vorgespannt","DB17,WORD138",Word,1,R/W,100,,,,,,,,,,"Spanner/Zylinder zu bei Vorgespannt",
"VD.Tisch[1].Aktuell.Gruppe[4].Aktiv","DB17,WORD140",Word,1,R/W,100,,,,,,,,,,"Aktive Spanner/Zylinder pro Gruppe (Ventil)",
"VD.Tisch[1].Aktuell.Gruppe[4].Vorgespannt","DB17,WORD142",Word,1,R/W,100,,,,,,,,,,"Spanner/Zylinder zu bei Vorgespannt",
"VD.Tisch[1].Aktuell.Gruppe[5].Aktiv","DB17,WORD144",Word,1,R/W,100,,,,,,,,,,"Aktive Spanner/Zylinder pro Gruppe (Ventil)",
"VD.Tisch[1].Aktuell.Gruppe[5].Vorgespannt","DB17,WORD146",Word,1,R/W,100,,,,,,,,,,"Spanner/Zylinder zu bei Vorgespannt",
"VD.Tisch[1].Aktuell.Gruppe[6].Aktiv","DB17,WORD148",Word,1,R/W,100,,,,,,,,,,"Aktive Spanner/Zylinder pro Gruppe (Ventil)",
"VD.Tisch[1].Aktuell.Gruppe[6].Vorgespannt","DB17,WORD150",Word,1,R/W,100,,,,,,,,,,"Spanner/Zylinder zu bei Vorgespannt",
"VD.Tisch[1].Aktuell.Gruppe[7].Aktiv","DB17,WORD152",Word,1,R/W,100,,,,,,,,,,"Aktive Spanner/Zylinder pro Gruppe (Ventil)",
"VD.Tisch[1].Aktuell.Gruppe[7].Vorgespannt","DB17,WORD154",Word,1,R/W,100,,,,,,,,,,"Spanner/Zylinder zu bei Vorgespannt",
"VD.Tisch[1].Aktuell.Gruppe[8].Aktiv","DB17,WORD156",Word,1,R/W,100,,,,,,,,,,"Aktive Spanner/Zylinder pro Gruppe (Ventil)",
"VD.Tisch[1].Aktuell.Gruppe[8].Vorgespannt","DB17,WORD158",Word,1,R/W,100,,,,,,,,,,"Spanner/Zylinder zu bei Vorgespannt",
"VD.Tisch[1].Aktuell.Gruppe[9].Aktiv","DB17,WORD160",Word,1,R/W,100,,,,,,,,,,"Aktive Spanner/Zylinder pro Gruppe (Ventil)",
"VD.Tisch[1].Aktuell.Gruppe[9].Vorgespannt","DB17,WORD162",Word,1,R/W,100,,,,,,,,,,"Spanner/Zylinder zu bei Vorgespannt",
"VD.Tisch[1].Aktuell.Punktkontrolle.OP[1].AnzahlPunkte","DB17,DINT192",Long,1,R/W,100,,,,,,,,,,"Anzahl der Schweißpunkte",
"VD.Tisch[1].Aktuell.Punktkontrolle.OP[1].Freigabe","DB17,X196.0",Boolean,1,R/W,100,,,,,,,,,,"Freigabe der Auswertung",
"VD.Tisch[1].Aktuell.Punktkontrolle.OP[2].AnzahlPunkte","DB17,DINT198",Long,1,R/W,100,,,,,,,,,,"Anzahl der Schweißpunkte",
"VD.Tisch[1].Aktuell.Punktkontrolle.OP[2].Freigabe","DB17,X202.0",Boolean,1,R/W,100,,,,,,,,,,"Freigabe der Auswertung",
"VD.Tisch[1].Aktuell.Punktkontrolle.OP[3].AnzahlPunkte","DB17,DINT204",Long,1,R/W,100,,,,,,,,,,"Anzahl der Schweißpunkte",
"VD.Tisch[1].Aktuell.Punktkontrolle.OP[3].Freigabe","DB17,X208.0",Boolean,1,R/W,100,,,,,,,,,,"Freigabe der Auswertung",
"VD.Tisch[1].Aktuell.Punktkontrolle.OP[4].AnzahlPunkte","DB17,DINT210",Long,1,R/W,100,,,,,,,,,,"Anzahl der Schweißpunkte",
"VD.Tisch[1].Aktuell.Punktkontrolle.OP[4].Freigabe","DB17,X214.0",Boolean,1,R/W,100,,,,,,,,,,"Freigabe der Auswertung",
"VD.Tisch[1].V.Bauteilkontrolle.Eingang","DB17,DWORD468",DWord,1,R/W,100,,,,,,,,,,"Bauteilabfragen Eingänge 1-32",
"VD.Tisch[1].V.Bauteilkontrolle.Fehler","DB17,DWORD472",DWord,1,R/W,100,,,,,,,,,,"Bauteilabfragen Fehler 1-32",
"VD.Tisch[1].V.Bauteilkontrolle.OP[1].AktivNSP","DB17,DWORD424",DWord,1,R/W,100,,,,,,,,,,"Bauteilabfragen nach Spannen",
"VD.Tisch[1].V.Bauteilkontrolle.OP[1].AktivNSP2","DB17,DWORD428",DWord,1,R/W,100,,,,,,,,,,"Bauteilabfragen nach Spannen 2",
"VD.Tisch[1].V.Bauteilkontrolle.OP[1].AktivVSP","DB17,DWORD420",DWord,1,R/W,100,,,,,,,,,,"Bauteilabfragen vor Spannen",
"VD.Tisch[1].V.Bauteilkontrolle.OP[2].AktivNSP","DB17,DWORD436",DWord,1,R/W,100,,,,,,,,,,"Bauteilabfragen nach Spannen",
"VD.Tisch[1].V.Bauteilkontrolle.OP[2].AktivNSP2","DB17,DWORD440",DWord,1,R/W,100,,,,,,,,,,"Bauteilabfragen nach Spannen 2",
"VD.Tisch[1].V.Bauteilkontrolle.OP[2].AktivVSP","DB17,DWORD432",DWord,1,R/W,100,,,,,,,,,,"Bauteilabfragen vor Spannen",
"VD.Tisch[1].V.Bauteilkontrolle.OP[3].AktivNSP","DB17,DWORD448",DWord,1,R/W,100,,,,,,,,,,"Bauteilabfragen nach Spannen",
"VD.Tisch[1].V.Bauteilkontrolle.OP[3].AktivNSP2","DB17,DWORD452",DWord,1,R/W,100,,,,,,,,,,"Bauteilabfragen nach Spannen 2",
"VD.Tisch[1].V.Bauteilkontrolle.OP[3].AktivVSP","DB17,DWORD444",DWord,1,R/W,100,,,,,,,,,,"Bauteilabfragen vor Spannen",
"VD.Tisch[1].V.Bauteilkontrolle.OP[4].AktivNSP","DB17,DWORD460",DWord,1,R/W,100,,,,,,,,,,"Bauteilabfragen nach Spannen",
"VD.Tisch[1].V.Bauteilkontrolle.OP[4].AktivNSP2","DB17,DWORD464",DWord,1,R/W,100,,,,,,,,,,"Bauteilabfragen nach Spannen 2",
"VD.Tisch[1].V.Bauteilkontrolle.OP[4].AktivVSP","DB17,DWORD456",DWord,1,R/W,100,,,,,,,,,,"Bauteilabfragen vor Spannen",
"VD.Tisch[1].V.Gruppe[1].A_Auf","DB17,X252.4",Boolean,1,R/W,100,,,,,,,,,,"Ventil Spannergruppe öffnen",
"VD.Tisch[1].V.Gruppe[1].A_Zu","DB17,X252.5",Boolean,1,R/W,100,,,,,,,,,,"Ventil Spannergruppe Schliessen",
"VD.Tisch[1].V.Gruppe[1].In_Auf","DB17,WORD254",Word,1,R/W,100,,,,,,,,,,"Eingänge für offen für einzelne Spanner/Zylinder",
"VD.Tisch[1].V.Gruppe[1].In_Zu","DB17,WORD256",Word,1,R/W,100,,,,,,,,,,"Eingänge für geschlossen für einzelne Spanner/Zylinder",
"VD.Tisch[1].V.Gruppe[1].R_Auf","DB17,X252.0",Boolean,1,R/W,100,,,,,,,,,,"Rückmeldung offen",
"VD.Tisch[1].V.Gruppe[1].R_Error","DB17,X252.3",Boolean,1,R/W,100,,,,,,,,,,"Rückmeldung Error",
"VD.Tisch[1].V.Gruppe[1].R_Vorgespannt","DB17,X252.2",Boolean,1,R/W,100,,,,,,,,,,"Rückmeldung vorgespannt",
"VD.Tisch[1].V.Gruppe[1].R_Zu","DB17,X252.1",Boolean,1,R/W,100,,,,,,,,,,"Rückmeldung geschlossen",
"VD.Tisch[1].V.Gruppe[1].Status","DB17,INT258",Short,1,R/W,100,,,,,,,,,,"Status der Gruppe",
"VD.Tisch[1].V.Gruppe[10].A_Auf","DB17,X324.4",Boolean,1,R/W,100,,,,,,,,,,"Ventil Spannergruppe öffnen",
"VD.Tisch[1].V.Gruppe[10].A_Zu","DB17,X324.5",Boolean,1,R/W,100,,,,,,,,,,"Ventil Spannergruppe Schliessen",
"VD.Tisch[1].V.Gruppe[10].In_Auf","DB17,WORD326",Word,1,R/W,100,,,,,,,,,,"Eingänge für offen für einzelne Spanner/Zylinder",
"VD.Tisch[1].V.Gruppe[10].In_Zu","DB17,WORD328",Word,1,R/W,100,,,,,,,,,,"Eingänge für geschlossen für einzelne Spanner/Zylinder",
"VD.Tisch[1].V.Gruppe[10].R_Auf","DB17,X324.0",Boolean,1,R/W,100,,,,,,,,,,"Rückmeldung offen",
"VD.Tisch[1].V.Gruppe[10].R_Error","DB17,X324.3",Boolean,1,R/W,100,,,,,,,,,,"Rückmeldung Error",
"VD.Tisch[1].V.Gruppe[10].R_Vorgespannt","DB17,X324.2",Boolean,1,R/W,100,,,,,,,,,,"Rückmeldung vorgespannt",
"VD.Tisch[1].V.Gruppe[10].R_Zu","DB17,X324.1",Boolean,1,R/W,100,,,,,,,,,,"Rückmeldung geschlossen",
"VD.Tisch[1].V.Gruppe[10].Status","DB17,INT330",Short,1,R/W,100,,,,,,,,,,"Status der Gruppe",
"VD.Tisch[1].V.Gruppe[11].A_Auf","DB17,X332.4",Boolean,1,R/W,100,,,,,,,,,,"Ventil Spannergruppe öffnen",
"VD.Tisch[1].V.Gruppe[11].A_Zu","DB17,X332.5",Boolean,1,R/W,100,,,,,,,,,,"Ventil Spannergruppe Schliessen",
"VD.Tisch[1].V.Gruppe[11].In_Auf","DB17,WORD334",Word,1,R/W,100,,,,,,,,,,"Eingänge für offen für einzelne Spanner/Zylinder",
"VD.Tisch[1].V.Gruppe[11].In_Zu","DB17,WORD336",Word,1,R/W,100,,,,,,,,,,"Eingänge für geschlossen für einzelne Spanner/Zylinder",
"VD.Tisch[1].V.Gruppe[11].R_Auf","DB17,X332.0",Boolean,1,R/W,100,,,,,,,,,,"Rückmeldung offen",
"VD.Tisch[1].V.Gruppe[11].R_Error","DB17,X332.3",Boolean,1,R/W,100,,,,,,,,,,"Rückmeldung Error",
"VD.Tisch[1].V.Gruppe[11].R_Vorgespannt","DB17,X332.2",Boolean,1,R/W,100,,,,,,,,,,"Rückmeldung vorgespannt",
"VD.Tisch[1].V.Gruppe[11].R_Zu","DB17,X332.1",Boolean,1,R/W,100,,,,,,,,,,"Rückmeldung geschlossen",
"VD.Tisch[1].V.Gruppe[11].Status","DB17,INT338",Short,1,R/W,100,,,,,,,,,,"Status der Gruppe",
"VD.Tisch[1].V.Gruppe[12].A_Auf","DB17,X340.4",Boolean,1,R/W,100,,,,,,,,,,"Ventil Spannergruppe öffnen",
"VD.Tisch[1].V.Gruppe[12].A_Zu","DB17,X340.5",Boolean,1,R/W,100,,,,,,,,,,"Ventil Spannergruppe Schliessen",
"VD.Tisch[1].V.Gruppe[12].In_Auf","DB17,WORD342",Word,1,R/W,100,,,,,,,,,,"Eingänge für offen für einzelne Spanner/Zylinder",
"VD.Tisch[1].V.Gruppe[12].In_Zu","DB17,WORD344",Word,1,R/W,100,,,,,,,,,,"Eingänge für geschlossen für einzelne Spanner/Zylinder",
"VD.Tisch[1].V.Gruppe[12].R_Auf","DB17,X340.0",Boolean,1,R/W,100,,,,,,,,,,"Rückmeldung offen",
"VD.Tisch[1].V.Gruppe[12].R_Error","DB17,X340.3",Boolean,1,R/W,100,,,,,,,,,,"Rückmeldung Error",
"VD.Tisch[1].V.Gruppe[12].R_Vorgespannt","DB17,X340.2",Boolean,1,R/W,100,,,,,,,,,,"Rückmeldung vorgespannt",
"VD.Tisch[1].V.Gruppe[12].R_Zu","DB17,X340.1",Boolean,1,R/W,100,,,,,,,,,,"Rückmeldung geschlossen",
"VD.Tisch[1].V.Gruppe[12].Status","DB17,INT346",Short,1,R/W,100,,,,,,,,,,"Status der Gruppe",
"VD.Tisch[1].V.Gruppe[13].A_Auf","DB17,X348.4",Boolean,1,R/W,100,,,,,,,,,,"Ventil Spannergruppe öffnen",
"VD.Tisch[1].V.Gruppe[13].A_Zu","DB17,X348.5",Boolean,1,R/W,100,,,,,,,,,,"Ventil Spannergruppe Schliessen",
"VD.Tisch[1].V.Gruppe[13].In_Auf","DB17,WORD350",Word,1,R/W,100,,,,,,,,,,"Eingänge für offen für einzelne Spanner/Zylinder",
"VD.Tisch[1].V.Gruppe[13].In_Zu","DB17,WORD352",Word,1,R/W,100,,,,,,,,,,"Eingänge für geschlossen für einzelne Spanner/Zylinder",
"VD.Tisch[1].V.Gruppe[13].R_Auf","DB17,X348.0",Boolean,1,R/W,100,,,,,,,,,,"Rückmeldung offen",
"VD.Tisch[1].V.Gruppe[13].R_Error","DB17,X348.3",Boolean,1,R/W,100,,,,,,,,,,"Rückmeldung Error",
"VD.Tisch[1].V.Gruppe[13].R_Vorgespannt","DB17,X348.2",Boolean,1,R/W,100,,,,,,,,,,"Rückmeldung vorgespannt",
"VD.Tisch[1].V.Gruppe[13].R_Zu","DB17,X348.1",Boolean,1,R/W,100,,,,,,,,,,"Rückmeldung geschlossen",
"VD.Tisch[1].V.Gruppe[13].Status","DB17,INT354",Short,1,R/W,100,,,,,,,,,,"Status der Gruppe",
"VD.Tisch[1].V.Gruppe[14].A_Auf","DB17,X356.4",Boolean,1,R/W,100,,,,,,,,,,"Ventil Spannergruppe öffnen",
"VD.Tisch[1].V.Gruppe[14].A_Zu","DB17,X356.5",Boolean,1,R/W,100,,,,,,,,,,"Ventil Spannergruppe Schliessen",
"VD.Tisch[1].V.Gruppe[14].In_Auf","DB17,WORD358",Word,1,R/W,100,,,,,,,,,,"Eingänge für offen für einzelne Spanner/Zylinder",
"VD.Tisch[1].V.Gruppe[14].In_Zu","DB17,WORD360",Word,1,R/W,100,,,,,,,,,,"Eingänge für geschlossen für einzelne Spanner/Zylinder",
"VD.Tisch[1].V.Gruppe[14].R_Auf","DB17,X356.0",Boolean,1,R/W,100,,,,,,,,,,"Rückmeldung offen",
"VD.Tisch[1].V.Gruppe[14].R_Error","DB17,X356.3",Boolean,1,R/W,100,,,,,,,,,,"Rückmeldung Error",
"VD.Tisch[1].V.Gruppe[14].R_Vorgespannt","DB17,X356.2",Boolean,1,R/W,100,,,,,,,,,,"Rückmeldung vorgespannt",
"VD.Tisch[1].V.Gruppe[14].R_Zu","DB17,X356.1",Boolean,1,R/W,100,,,,,,,,,,"Rückmeldung geschlossen",
"VD.Tisch[1].V.Gruppe[14].Status","DB17,INT362",Short,1,R/W,100,,,,,,,,,,"Status der Gruppe",
"VD.Tisch[1].V.Gruppe[15].A_Auf","DB17,X364.4",Boolean,1,R/W,100,,,,,,,,,,"Ventil Spannergruppe öffnen",
"VD.Tisch[1].V.Gruppe[15].A_Zu","DB17,X364.5",Boolean,1,R/W,100,,,,,,,,,,"Ventil Spannergruppe Schliessen",
"VD.Tisch[1].V.Gruppe[15].In_Auf","DB17,WORD366",Word,1,R/W,100,,,,,,,,,,"Eingänge für offen für einzelne Spanner/Zylinder",
"VD.Tisch[1].V.Gruppe[15].In_Zu","DB17,WORD368",Word,1,R/W,100,,,,,,,,,,"Eingänge für geschlossen für einzelne Spanner/Zylinder",
"VD.Tisch[1].V.Gruppe[15].R_Auf","DB17,X364.0",Boolean,1,R/W,100,,,,,,,,,,"Rückmeldung offen",
"VD.Tisch[1].V.Gruppe[15].R_Error","DB17,X364.3",Boolean,1,R/W,100,,,,,,,,,,"Rückmeldung Error",
"VD.Tisch[1].V.Gruppe[15].R_Vorgespannt","DB17,X364.2",Boolean,1,R/W,100,,,,,,,,,,"Rückmeldung vorgespannt",
"VD.Tisch[1].V.Gruppe[15].R_Zu","DB17,X364.1",Boolean,1,R/W,100,,,,,,,,,,"Rückmeldung geschlossen",
"VD.Tisch[1].V.Gruppe[15].Status","DB17,INT370",Short,1,R/W,100,,,,,,,,,,"Status der Gruppe",
"VD.Tisch[1].V.Gruppe[16].A_Auf","DB17,X372.4",Boolean,1,R/W,100,,,,,,,,,,"Ventil Spannergruppe öffnen",
"VD.Tisch[1].V.Gruppe[16].A_Zu","DB17,X372.5",Boolean,1,R/W,100,,,,,,,,,,"Ventil Spannergruppe Schliessen",
"VD.Tisch[1].V.Gruppe[16].In_Auf","DB17,WORD374",Word,1,R/W,100,,,,,,,,,,"Eingänge für offen für einzelne Spanner/Zylinder",
"VD.Tisch[1].V.Gruppe[16].In_Zu","DB17,WORD376",Word,1,R/W,100,,,,,,,,,,"Eingänge für geschlossen für einzelne Spanner/Zylinder",
"VD.Tisch[1].V.Gruppe[16].R_Auf","DB17,X372.0",Boolean,1,R/W,100,,,,,,,,,,"Rückmeldung offen",
"VD.Tisch[1].V.Gruppe[16].R_Error","DB17,X372.3",Boolean,1,R/W,100,,,,,,,,,,"Rückmeldung Error",
"VD.Tisch[1].V.Gruppe[16].R_Vorgespannt","DB17,X372.2",Boolean,1,R/W,100,,,,,,,,,,"Rückmeldung vorgespannt",
"VD.Tisch[1].V.Gruppe[16].R_Zu","DB17,X372.1",Boolean,1,R/W,100,,,,,,,,,,"Rückmeldung geschlossen",
"VD.Tisch[1].V.Gruppe[16].Status","DB17,INT378",Short,1,R/W,100,,,,,,,,,,"Status der Gruppe",
"VD.Tisch[1].V.Gruppe[2].A_Auf","DB17,X260.4",Boolean,1,R/W,100,,,,,,,,,,"Ventil Spannergruppe öffnen",
"VD.Tisch[1].V.Gruppe[2].A_Zu","DB17,X260.5",Boolean,1,R/W,100,,,,,,,,,,"Ventil Spannergruppe Schliessen",
"VD.Tisch[1].V.Gruppe[2].In_Auf","DB17,WORD262",Word,1,R/W,100,,,,,,,,,,"Eingänge für offen für einzelne Spanner/Zylinder",
"VD.Tisch[1].V.Gruppe[2].In_Zu","DB17,WORD264",Word,1,R/W,100,,,,,,,,,,"Eingänge für geschlossen für einzelne Spanner/Zylinder",
"VD.Tisch[1].V.Gruppe[2].R_Auf","DB17,X260.0",Boolean,1,R/W,100,,,,,,,,,,"Rückmeldung offen",
"VD.Tisch[1].V.Gruppe[2].R_Error","DB17,X260.3",Boolean,1,R/W,100,,,,,,,,,,"Rückmeldung Error",
"VD.Tisch[1].V.Gruppe[2].R_Vorgespannt","DB17,X260.2",Boolean,1,R/W,100,,,,,,,,,,"Rückmeldung vorgespannt",
